0.594851, 0.59518, 0.570164, 0.575173
0.585508, 0.586081, 0.561046, 0.566061
0.595145, 0.596025, 0.570969, 0.575993
0.606004, 0.607208, 0.582134, 0.587166
0.615354, 0.6169, 0.591811, 0.596853
0.626193, 0.628117, 0.603023, 0.608076
0.63336, 0.635588, 0.6105, 0.615563
0.638572, 0.641019, 0.61595, 0.621019
0.643073, 0.645658, 0.620619, 0.625694
0.646601, 0.649225, 0.624224, 0.629301
0.646099, 0.648649, 0.623686, 0.628762
0.644318, 0.646698, 0.62177, 0.626842
0.640586, 0.642718, 0.617815, 0.62288
0.635212, 0.637066, 0.612172, 0.617229
0.628061, 0.629595, 0.604698, 0.609745
0.619229, 0.62043, 0.595517, 0.600554
0.609006, 0.60988, 0.584945, 0.589971
0.596612, 0.597174, 0.57221, 0.577227
0.581196, 0.581483, 0.556495, 0.561503
0.567484, 0.567596, 0.542594, 0.547597
0.565351, 0.565374, 0.540372, 0.545373
0.565032, 0.565034, 0.540035, 0.545035
0.574909, 0.575171, 0.550401, 0.555072
0.593899, 0.594809, 0.57057, 0.574406
0.653638, 0.655614, 0.63221, 0.634695
0.675736, 0.67908, 0.656596, 0.657356
0.704855, 0.709929, 0.688357, 0.686987
0.726294, 0.733309, 0.712363, 0.708679
0.741374, 0.750353, 0.729553, 0.723763
0.753472, 0.764373, 0.743166, 0.735547
0.760204, 0.772563, 0.750801, 0.741812
0.763924, 0.777346, 0.755383, 0.745623
0.763566, 0.777536, 0.755371, 0.746849
0.758857, 0.77265, 0.750199, 0.743929
0.751121, 0.763732, 0.741051, 0.736247
0.739216, 0.749915, 0.726943, 0.723709
0.71358, 0.722214, 0.698912, 0.697443
0.70716, 0.713958, 0.690332, 0.690381
0.685846, 0.690517, 0.666501, 0.66816
0.652728, 0.655549, 0.631174, 0.634158
0.578181, 0.579408, 0.554703, 0.558804
0.566387, 0.566718, 0.541808, 0.546551
0.566687, 0.566746, 0.541756, 0.546719
0.565821, 0.565838, 0.540861, 0.545875
0.568718, 0.568812, 0.543947, 0.549031
0.579621, 0.579847, 0.555174, 0.560377
0.592245, 0.592701, 0.568365, 0.573775
0.607749, 0.608534, 0.584676, 0.590378
0.624122, 0.62531, 0.602031, 0.608084
0.637283, 0.638862, 0.616141, 0.622526
0.650768, 0.652811, 0.630744, 0.637512
0.66327, 0.665863, 0.644562, 0.651767
0.676531, 0.679803, 0.659432, 0.667147
0.688205, 0.692199, 0.672799, 0.68102
0.697809, 0.702498, 0.684017, 0.692688
0.707409, 0.71287, 0.695391, 0.704517
0.71623, 0.722502, 0.706061, 0.71561
0.724312, 0.731416, 0.71602, 0.725948
0.732916, 0.740985, 0.726782, 0.737072
