0	nan	nan	nan	
1	4.40627	3.92952	0.682965	
2	5.10752	5.1478	0.566162	
3	2.96778	1.72568	0.00439048	
4	2.08832	0.236854	0.233174	
5	4.03459	3.30594	0.701002	
6	nan	nan	nan	
7	nan	nan	nan	
8	1.70427	-0.0759262	0.311062	
9	1.66666	-0.0458537	0.297874	
10	nan	nan	nan	
11	nan	nan	nan	
12	1.74839	-0.0978661	0.321384	
13	nan	nan	nan	
14	nan	nan	nan	
