time,q1,q2,q3,q4,q5,q6,q7,dq1,dq2,dq3,dq4,dq5,dq6,dq7,ddq_d1,ddq_d2,ddq_d3,ddq_d4,ddq_d5,ddq_d6,ddq_d7,O_T_EE_1,O_T_EE_2,O_T_EE_3,O_T_EE_4,O_T_EE_5,O_T_EE_6,O_T_EE_7,O_T_EE_8,O_T_EE_9,O_T_EE_10,O_T_EE_11,O_T_EE_12,O_T_EE_13,O_T_EE_14,O_T_EE_15,O_T_EE_16
0.053,0.879777,0.0145696,-0.0951226,-1.87252,0.00111964,1.887,0.783968,0.00123071,-0.00106389,-0.000397176,-3.95466e-05,-0.000435512,0.000414846,0.001637,0,0,0,0,0,0,0,1,0.000348086,0.000214744,0,0.000348035,-1,0.000237267,0,0.000214827,-0.000237192,-1,0,0.400074,0.399931,0.499762,1
0.054,0.879777,0.0145696,-0.0951226,-1.87251,0.00111964,1.887,0.783967,0.000820475,-0.000709257,-0.000264784,0.000808873,-0.000290341,-9.64289e-05,0.000718344,0,0,0,0,0,0,0,1,0.000349116,0.000215848,0,0.000349065,-1,0.00023616,0,0.00021593,-0.000236085,-1,0,0.400074,0.399931,0.499763,1
0.055,0.879774,0.0145721,-0.0951226,-1.87251,0.00111873,1.887,0.78397,-0.000288234,0.00036238,-0.000176523,0.000539264,-0.000498736,0.000308707,0.00159787,0,0,0,0,0,0,0,1,0.000343508,0.000215699,0,0.000343456,-1,0.000237873,0,0.00021578,-0.000237799,-1,0,0.400075,0.39993,0.499762,1
0.056,0.879771,0.0145696,-0.0951226,-1.87252,0.00111848,1.887,0.783959,-0.00112018,-0.000593631,-0.000117682,-0.00140372,0.000650853,0.000205804,-0.00266468,0,0,0,0,0,0,0,1,0.000351973,0.000213728,0,0.000351921,-1,0.000239833,0,0.000213812,-0.000239757,-1,0,0.400076,0.399928,0.499761,1
0.057,0.879777,0.0145696,-0.0951254,-1.87251,0.00111959,1.887,0.783965,0.00101645,-0.000395754,-0.00100647,0.00175545,9.48179e-05,0.000137203,8.85118e-05,0,0,0,0,0,0,0,1,0.000348541,0.000217214,0,0.00034849,-1,0.000234916,0,0.000217296,-0.00023484,-1,0,0.400075,0.39993,0.499764,1
0.058,0.879771,0.0145696,-0.0951275,-1.87251,0.00111837,1.887,0.783964,-0.0010856,-0.000263836,-0.000670983,0.00117031,-0.000581048,0.000430553,-0.000313985,0,0,0,0,0,0,0,1,0.000342621,0.000219793,0,0.00034257,-1,0.000234029,0,0.000219873,-0.000233953,-1,0,0.400079,0.399927,0.499764,1
0.059,0.879771,0.0145721,-0.0951254,-1.87252,0.00112156,1.887,0.783953,-0.000723735,0.000659327,-0.00573295,-0.000983027,0.000595979,-0.000425042,-0.00360017,0,0,0,0,0,0,0,1,0.000353869,0.000211112,0,0.000353819,-1,0.000238704,0,0.000211196,-0.00023863,-1,0,0.400077,0.399928,0.49976,1
0.06,0.879769,0.0145696,-0.0951235,-1.87251,0.00112062,1.887,0.78397,-0.00131771,-0.000395667,-0.00433977,0.00017987,5.8235e-05,-0.000283361,0.00322869,0,0,0,0,0,0,0,1,0.000336666,0.000215208,0,0.000336615,-1,0.000235502,0,0.000215287,-0.00023543,-1,0,0.400077,0.399927,0.499763,1
0.061,0.879769,0.0145721,-0.0951204,-1.87252,0.00112065,1.887,0.783966,-0.000878472,0.00057144,-0.00244632,-0.00164332,3.88233e-05,0.000184085,0.000660488,0,0,0,0,0,0,0,1,0.000344264,0.000210642,0,0.000344214,-1,0.000240295,0,0.000210725,-0.000240223,-1,0,0.400076,0.399929,0.499759,1
0.062,0.879764,0.0145696,-0.0951255,-1.87251,0.00111964,1.887,0.783972,-0.00234889,-0.000454258,-0.00368538,0.000667692,-0.000313202,-0.000250269,0.0023392,0,0,0,0,0,0,0,1,0.000328519,0.000215939,0,0.000328468,-1,0.000236131,0,0.000216017,-0.00023606,-1,0,0.40008,0.399924,0.499763,1
0.063,0.879769,0.0145669,-0.0951254,-1.87251,0.00112168,1.887,0.783953,0.000197314,-0.00123086,-0.00267537,0.00137315,0.000469367,-0.000539839,-0.00447623,0,0,0,0,0,0,0,1,0.000351355,0.000217525,0,0.000351305,-1,0.000231438,0,0.000217606,-0.000231361,-1,0,0.400078,0.399927,0.499766,1
0.064,0.879766,0.0145696,-0.0951254,-1.87251,0.00112066,1.887,0.783959,-0.000796477,0.000107448,-0.00194742,-1.25858e-05,-2.61728e-05,1.31001e-05,-0.00108528,0,0,0,0,0,0,0,1,0.000343211,0.000215256,0,0.00034316,-1,0.00023544,0,0.000215337,-0.000235366,-1,0,0.400079,0.399926,0.499763,1
0.065,0.879777,0.0145749,-0.0951254,-1.87252,0.00111645,1.887,0.783959,0.00299549,0.00183487,-0.00142115,-0.000843608,-0.000356533,0.00072081,-0.000723523,0,0,0,0,0,0,0,1,0.000355107,0.000214449,0,0.000355055,-1,0.000242611,0,0.000214535,-0.000242535,-1,0,0.400076,0.39993,0.499759,1
0.066,0.879774,0.0145696,-0.0951254,-1.87251,0.00111858,1.887,0.783964,0.00116178,-0.000539991,-0.00103959,0.000272813,-0.000237688,-0.000231537,0.00100962,0,0,0,0,0,0,0,1,0.000347467,0.000216654,0,0.000347416,-1,0.00023684,0,0.000216737,-0.000236764,-1,0,0.400076,0.399929,0.499763,1
0.067,0.879774,0.0145721,-0.0951254,-1.87252,0.0011203,1.887,0.78397,0.000774517,0.000475224,-0.000762181,-0.000653342,0.000180625,-0.00052735,0.00291104,0,0,0,0,0,0,0,1,0.000340214,0.000211333,0,0.000340163,-1,0.000240166,0,0.000211415,-0.000240094,-1,0,0.400076,0.399929,0.49976,1
0.068,0.879766,0.0145721,-0.0951226,-1.87251,0.00112054,1.887,0.783955,-0.00217491,0.000316816,0.00036806,0.00132768,0.000120417,0.000733503,-0.00331511,0,0,0,0,0,0,0,1,0.000350625,0.000217189,0,0.000350574,-1,0.000233949,0,0.000217271,-0.000233873,-1,0,0.400079,0.399927,0.499763,1
0.069,0.879771,0.0145696,-0.0951282,-1.87251,0.0011196,1.887,0.783966,0.000313296,-0.000624007,-0.00164955,-4.29017e-05,-0.000258806,-0.000596068,0.00155376,0,0,0,0,0,0,0,1,0.000339343,0.000215206,0,0.000339292,-1,0.000236965,0,0.000215286,-0.000236892,-1,0,0.400078,0.399926,0.499763,1
0.07,0.879774,0.0145721,-0.0951201,-1.87251,0.00111871,1.887,0.783953,0.00113688,0.000419213,0.0015624,-2.86009e-05,-0.000477713,-2.43859e-05,-0.00310099,0,0,0,0,0,0,0,1,0.000362888,0.000214903,0,0.000362837,-1,0.000238631,0,0.00021499,-0.000238553,-1,0,0.400074,0.399931,0.499762,1
0.071,0.879771,0.0145669,-0.0951254,-1.87252,0.00112066,1.887,0.78396,-0.000170097,-0.00148376,-0.000743507,-0.000854285,0.000325784,0.000356735,0.000204539,0,0,0,0,0,0,0,1,0.000347389,0.000214534,0,0.000347338,-1,0.000235792,0,0.000214616,-0.000235718,-1,0,0.400076,0.399927,0.499763,1
0.072,0.879777,0.0145669,-0.0951226,-1.87251,0.00111964,1.887,0.783967,0.00164984,-0.000989175,0.000415947,0.000265695,-0.000121895,0.000237824,0.00237431,0,0,0,0,0,0,0,1,0.000349069,0.000217971,0,0.000349018,-1,0.000233667,0,0.000218053,-0.000233591,-1,0,0.400074,0.399931,0.499765,1
0.073,0.879774,0.0145721,-0.0951254,-1.87251,0.00111964,1.887,0.783973,0.000264675,0.00110379,-0.000663024,0.00017713,-8.12631e-05,0.000158549,0.00348175,0,0,0,0,0,0,0,1,0.000338084,0.000214968,0,0.000338033,-1,0.00023743,0,0.000215048,-0.000237357,-1,0,0.400076,0.399929,0.499762,1
