time,q1,q2,q3,q4,q5,q6,q7,dq1,dq2,dq3,dq4,dq5,dq6,dq7,ddq_d1,ddq_d2,ddq_d3,ddq_d4,ddq_d5,ddq_d6,ddq_d7,O_T_EE_1,O_T_EE_2,O_T_EE_3,O_T_EE_4,O_T_EE_5,O_T_EE_6,O_T_EE_7,O_T_EE_8,O_T_EE_9,O_T_EE_10,O_T_EE_11,O_T_EE_12,O_T_EE_13,O_T_EE_14,O_T_EE_15,O_T_EE_16
0.053,0.88111,0.0146089,-0.0964428,-1.87265,0.00108445,1.88695,0.783883,0.000461179,0.00060469,6.78478e-05,-0.000919047,-0.000175884,-0.000775154,-0.00129362,0,0,0,0,0,0,0,1,0.000457549,9.09697e-05,0,0.000457509,-1,0.000440343,0,9.11712e-05,-0.000440302,-1,0,0.400053,0.399923,0.499671,1
0.054,0.881108,0.0146117,-0.0964433,-1.87265,0.00108607,1.88694,0.783882,-0.000527766,0.00133115,4.52319e-05,0.00111093,0.000527129,-0.000143777,-0.00123541,0,0,0,0,0,0,0,1,0.000455166,9.11167e-05,0,0.000455126,-1,0.000438422,0,9.13162e-05,-0.000438381,-1,0,0.400055,0.399922,0.499672,1
0.055,0.881108,0.0146062,-0.0964488,-1.87265,0.00109017,1.88694,0.783882,-0.000351844,-0.000968609,-0.00173308,-0.00105233,0.000690597,-9.58513e-05,-0.00194258,0,0,0,0,0,0,0,1,0.000448562,8.77096e-05,0,0.000448524,-1,0.000435664,0,8.7905e-05,-0.000435625,-1,0,0.400056,0.399919,0.499672,1
0.056,0.881105,0.014609,-0.0964463,-1.87265,0.00108506,1.88694,0.783891,-0.00116258,0.000282281,-0.000320171,0.000204184,-0.000522876,-0.000436893,0.00246878,0,0,0,0,0,0,0,1,0.000440678,9.03533e-05,0,0.000440638,-1,0.000440226,0,9.05472e-05,-0.000440186,-1,0,0.400057,0.399919,0.499672,1
0.057,0.881108,0.0146068,-0.0964386,-1.87265,0.00108947,1.88694,0.783887,0.000152965,0.000188187,0.00164259,0.000119411,0.000295728,8.17303e-05,0.000492967,0,0,0,0,0,0,0,1,0.000453944,8.94001e-05,0,0.000453905,-1,0.000434813,0,8.95975e-05,-0.000434772,-1,0,0.400052,0.399923,0.499673,1
0.058,0.881103,0.0146083,-0.0964428,-1.87265,0.00109222,1.88695,0.783892,-0.00166126,0.000125458,0.000167042,0.00636827,0.000841452,0.000427479,0.00222752,0,0,0,0,0,0,0,1,0.000438131,8.89883e-05,0,0.000438093,-1,0.000431804,0,8.91774e-05,-0.000431765,-1,0,0.400056,0.39992,0.499673,1
0.059,0.881103,0.0146066,-0.0964461,-1.87265,0.00108955,1.88694,0.783887,-0.00110751,8.36387e-05,-0.000816659,0.00383319,-0.000422347,-8.80063e-05,-4.08681e-05,0,0,0,0,0,0,0,1,0.000440356,8.80902e-05,0,0.000440317,-1,0.000436131,0,8.82822e-05,-0.000436092,-1,0,0.400057,0.399918,0.499672,1
0.06,0.881105,0.014611,-0.0964463,-1.87265,0.00109066,1.88694,0.783881,9.68796e-05,0.000983779,-0.000544439,0.00210702,5.75419e-05,-5.86709e-05,-0.0022652,0,0,0,0,0,0,0,1,0.000449094,8.24545e-05,0,0.000449058,-1,0.000440859,0,8.26525e-05,-0.000440822,-1,0,0.400056,0.399919,0.499668,1
0.061,0.881108,0.014614,-0.0964361,-1.87265,0.00108967,1.88695,0.78388,0.000992606,0.00149107,0.0023283,0.00252998,-0.000300706,0.000333879,-0.00188313,0,0,0,0,0,0,0,1,0.000463468,8.35246e-05,0,0.000463431,-1,0.00044132,0,8.37291e-05,-0.000441281,-1,0,0.400052,0.399925,0.499668,1
0.062,0.88111,0.0146068,-0.0964407,-1.87265,0.00108648,1.88694,0.783877,0.00149696,-0.000769191,-0.000211039,0.00366745,-0.000200458,-0.000150407,-0.0020014,0,0,0,0,0,0,0,1,0.000464615,9.32395e-05,0,0.000464575,-1,0.000435012,0,9.34416e-05,-0.000434969,-1,0,0.400053,0.399924,0.499674,1
0.063,0.881105,0.014611,-0.0964426,-1.87265,0.00108837,1.88694,0.783886,-0.000765268,0.000415226,-0.000140693,0.000844899,0.000849715,-0.000100271,0.00164967,0,0,0,0,0,0,0,1,0.00044788,8.55269e-05,0,0.000447843,-1,0.000440794,0,8.57243e-05,-0.000440756,-1,0,0.400055,0.399921,0.499669,1
0.064,0.88111,0.0146087,-0.0964411,-1.87265,0.00108507,1.88694,0.783889,0.00125306,-0.000651203,-9.37951e-05,0.000685644,-0.000416861,-6.68475e-05,0.00184577,0,0,0,0,0,0,0,1,0.000453458,8.91821e-05,0,0.000453418,-1,0.000441241,0,8.93822e-05,-0.000441201,-1,0,0.400052,0.399923,0.499671,1
0.065,0.881113,0.0146089,-0.0964434,-1.87265,0.00108916,1.88694,0.78389,0.00176339,-0.000434135,-0.00099055,0.000548879,6.11823e-05,-4.4565e-05,0.00163741,0,0,0,0,0,0,0,1,0.000451462,8.6355e-05,0,0.000451424,-1,0.000438634,0,8.6553e-05,-0.000438595,-1,0,0.400052,0.399924,0.499671,1
0.066,0.881105,0.0146062,-0.0964398,-1.87265,0.00108699,1.88695,0.783886,-0.00151566,-0.00121744,0.00119567,0.00136278,4.07921e-05,0.000343283,-6.12781e-05,0,0,0,0,0,0,0,1,0.00045113,9.22692e-05,0,0.000451089,-1,0.000435201,0,9.24655e-05,-0.000435159,-1,0,0.400054,0.399922,0.499674,1
0.067,0.88111,0.0146096,-0.096446,-1.87265,0.00109048,1.88694,0.783893,-8.24217e-05,0.00104441,-0.00105892,3.21263e-05,0.000366282,-0.000144138,0.00223101,0,0,0,0,0,0,0,1,0.000441972,8.50371e-05,0,0.000441934,-1,0.000438331,0,8.52308e-05,-0.000438293,-1,0,0.400054,0.399922,0.49967,1
0.068,0.881111,0.0146061,-0.0964487,-1.87265,0.00108836,1.88694,0.783884,0.00078027,-0.000231746,-0.00154117,0.000988159,-0.000739154,-0.000469084,-0.00153051,0,0,0,0,0,0,0,1,0.000450015,8.98892e-05,0,0.000449976,-1,0.000435922,0,9.00854e-05,-0.000435881,-1,0,0.400055,0.399921,0.499673,1
0.069,0.881108,0.014608,-0.0964463,-1.87265,0.00109056,1.88694,0.783884,-0.000315038,-0.000154497,-0.000192227,0.000687813,0.000151492,6.02697e-05,-0.00102034,0,0,0,0,0,0,0,1,0.00044877,8.79664e-05,0,0.000448731,-1,0.000435085,0,8.81616e-05,-0.000435045,-1,0,0.400055,0.399921,0.499672,1
0.07,0.881113,0.0146087,-0.0964435,-1.87265,0.00109066,1.88694,0.78388,0.00155321,-0.000102998,0.000799869,0.00131554,0.000100996,4.01798e-05,-0.0021722,0,0,0,0,0,0,0,1,0.000461108,8.92435e-05,0,0.000461069,-1,0.000433716,0,8.94434e-05,-0.000433674,-1,0,0.400053,0.399924,0.499673,1
0.071,0.881108,0.0146117,-0.0964408,-1.87265,0.00108647,1.88694,0.783878,-0.000727763,0.000859354,0.00146127,5.81447e-05,-0.000271753,-0.000346206,-0.00182112,0,0,0,0,0,0,0,1,0.000460957,8.75449e-05,0,0.000460918,-1,0.000441374,0,8.77483e-05,-0.000441334,-1,0,0.400054,0.399923,0.49967,1
0.072,0.88111,0.0146062,-0.0964414,-1.87265,0.00108963,1.88694,0.783894,-0.000485175,-0.00128314,4.61572e-05,5.10147e-05,0.000157917,0.000142189,0.00404172,0,0,0,0,0,0,0,1,0.000445715,8.82141e-05,0,0.000445677,-1,0.000435739,0,8.84083e-05,-0.0004357,-1,0,0.400052,0.399923,0.499672,1
