time,q1,q2,q3,q4,q5,q6,q7,dq1,dq2,dq3,dq4,dq5,dq6,dq7,ddq_d1,ddq_d2,ddq_d3,ddq_d4,ddq_d5,ddq_d6,ddq_d7,O_T_EE_1,O_T_EE_2,O_T_EE_3,O_T_EE_4,O_T_EE_5,O_T_EE_6,O_T_EE_7,O_T_EE_8,O_T_EE_9,O_T_EE_10,O_T_EE_11,O_T_EE_12,O_T_EE_13,O_T_EE_14,O_T_EE_15,O_T_EE_16,tau_J1,tau_J2,tau_J3,tau_J4,tau_J5,tau_J6,tau_J7,tau_ext1,tau_ext2,tau_ext3,tau_ext4,tau_ext5,tau_ext6,tau_ext7,O_F_ext_x,O_F_ext_y,O_F_ext_z,O_T_ext_x,O_T_ext_y,O_T_ext_z
0.021,-0.565189,0.455893,0.0243337,-2.09702,-0.0190611,2.55243,-0.526739,2.32811e-05,0.000699578,0.00213614,-8.99402e-05,-0.000113115,-0.000387081,-0.00156755,0,0,0,0,0,0,0,1,-0.000750176,-0.000177735,0,-0.00075022,-1,-0.000248723,0,-0.000177549,0.000248856,-1,0,0.499908,-0.299962,0.199886,1,-0.267642,-34.6494,0.988889,15.385,0.142528,1.50061,-0.532578,-0.235226,-0.138062,0.329597,0.271521,-0.30433,-0.172199,-0.561764,0.242743,-1.57582,0.61159,0.856851,-0.295668,-0.0606197
0.022,-0.565192,0.455892,0.0243284,-2.09702,-0.019058,2.55243,-0.526744,-0.000912499,0.000466384,-0.000339147,-5.99567e-05,-7.541e-05,0.000114943,-0.00291,0,0,0,0,0,0,0,1,-0.000754755,-0.00017842,0,-0.0007548,-1,-0.000248495,0,-0.000178233,0.00024863,-1,0,0.499905,-0.299966,0.199886,1,-0.227969,-34.6494,1.06427,15.385,0.142528,1.49054,-0.482224,-0.237177,-0.136197,0.328602,0.271012,-0.304144,-0.172575,-0.561767,0.243442,-1.57987,0.608482,0.859574,-0.294105,-0.0622685
0.023,-0.565192,0.455892,0.0243256,-2.09702,-0.0190559,2.55243,-0.526731,-0.000608333,0.000310921,0.00506497,0.000795249,0.000288811,-0.000296361,0.00256982,0,0,0,0,0,0,0,1,-0.00077256,-0.000175983,0,-0.000772603,-1,-0.000246915,0,-0.000175793,0.000247051,-1,0,0.499905,-0.299968,0.199887,1,-0.227969,-34.6494,1.10394,15.3492,0.133373,1.50061,-0.603989,-0.24098,-0.134811,0.325888,0.270442,-0.303877,-0.172964,-0.561746,0.241393,-1.58591,0.606416,0.862462,-0.293715,-0.0657467
0.024,-0.565189,0.455894,0.0243284,-2.09703,-0.0190597,2.55243,-0.526728,0.000522465,0.00020728,0.00482292,-0.00206829,-0.000146544,-0.000197572,0.0024592,0,0,0,0,0,0,0,1,-0.000766205,-0.000186201,0,-0.000766252,-1,-0.000252056,0,-0.000186007,0.000252199,-1,0,0.499904,-0.299964,0.199882,1,-0.267642,-34.6494,1.06427,15.4603,0.142528,1.50061,-0.624131,-0.250476,-0.133616,0.318099,0.270107,-0.303357,-0.173339,-0.561643,0.234771,-1.60023,0.604639,0.867386,-0.294608,-0.0747198
0.025,-0.565187,0.455898,0.0243309,-2.09702,-0.0190597,2.55243,-0.526732,0.00118353,0.000973404,0.00443919,0.0012196,0.000241388,-0.000504705,0.00048658,0,0,0,0,0,0,0,1,-0.00075815,-0.00018127,0,-0.000758195,-1,-0.000250479,0,-0.00018108,0.000250616,-1,0,0.499908,-0.299963,0.199884,1,-0.303348,-34.6851,1.02856,15.3492,0.133373,1.51068,-0.593003,-0.267035,-0.133503,0.304201,0.270719,-0.302511,-0.17361,-0.561522,0.222826,-1.62518,0.604753,0.8747,-0.297829,-0.0904713
0.026,-0.565187,0.455898,0.0243235,-2.09702,-0.019061,2.55243,-0.526743,0.000789018,0.000648936,0.00148774,-2.2151e-05,-0.000178159,3.65236e-05,-0.00340554,0,0,0,0,0,0,0,1,-0.000752493,-0.00018707,0,-0.00075254,-1,-0.000249269,0,-0.000186882,0.00024941,-1,0,0.499904,-0.299966,0.199883,1,-0.303348,-34.6851,1.10394,15.385,0.142528,1.50061,-0.492295,-0.285462,-0.134182,0.288793,0.271434,-0.301593,-0.173847,-0.561482,0.207952,-1.65217,0.606474,0.882235,-0.302672,-0.107985
0.027,-0.565187,0.455893,0.0243281,-2.09702,-0.0190579,2.55243,-0.526744,0.000526012,-0.00133061,0.00297371,0.000820451,-0.000118773,2.43501e-05,-0.00264335,0,0,0,0,0,0,0,1,-0.000749861,-0.000179348,0,-0.000749905,-1,-0.000248819,0,-0.000179162,0.000248953,-1,0,0.499907,-0.299964,0.199887,1,-0.303348,-34.6097,1.02856,15.3492,0.142528,1.50061,-0.482224,-0.300744,-0.133379,0.276191,0.270932,-0.300849,-0.174196,-0.561513,0.194739,-1.67411,0.605517,0.889205,-0.305916,-0.122458
0.028,-0.565192,0.455903,0.0243327,-2.09702,-0.0190591,2.55243,-0.526736,-0.00141256,0.0026394,0.00307447,-0.00112347,0.000259902,0.000389227,0.00196769,0,0,0,0,0,0,0,1,-0.000757913,-0.000188362,0,-0.000757961,-1,-0.000256254,0,-0.000188168,0.000256397,-1,0,0.499905,-0.299963,0.199879,1,-0.227969,-34.7604,0.988889,15.4207,0.133373,1.49054,-0.582932,-0.311378,-0.132218,0.26763,0.270143,-0.300317,-0.17454,-0.561509,0.18539,-1.68919,0.603848,0.894442,-0.307807,-0.132471
0.029,-0.565192,0.455901,0.0243306,-2.09702,-0.0190589,2.55243,-0.526741,-0.000941709,0.0017596,0.00124461,8.624e-05,0.000478444,0.000259485,-0.000926161,0,0,0,0,0,0,0,1,-0.000755444,-0.000185818,0,-0.000755491,-1,-0.000253705,0,-0.000185626,0.000253845,-1,0,0.499904,-0.299964,0.199881,1,-0.227969,-34.7604,1.02856,15.385,0.125133,1.49054,-0.522507,-0.316044,-0.135818,0.264163,0.271601,-0.300008,-0.174548,-0.561411,0.179442,-1.69441,0.61128,0.894332,-0.312881,-0.136769
0.03,-0.565187,0.4559,0.0243308,-2.09702,-0.019061,2.55243,-0.526748,0.00113543,0.000337848,0.00092198,5.74936e-05,-0.000325297,0.00017299,-0.00210941,0,0,0,0,0,0,0,1,-0.000741194,-0.000184,0,-0.00074124,-1,-0.000251288,0,-0.000183813,0.000251424,-1,0,0.499907,-0.299962,0.199882,1,-0.303348,-34.7247,1.02856,15.385,0.142528,1.49054,-0.482224,-0.315569,-0.142533,0.265046,0.27436,-0.299914,-0.174359,-0.56124,0.176281,-1.6911,0.624732,0.89008,-0.319884,-0.136171
