time,q1,q2,q3,q4,q5,q6,q7,dq1,dq2,dq3,dq4,dq5,dq6,dq7,ddq_d1,ddq_d2,ddq_d3,ddq_d4,ddq_d5,ddq_d6,ddq_d7,O_T_EE_1,O_T_EE_2,O_T_EE_3,O_T_EE_4,O_T_EE_5,O_T_EE_6,O_T_EE_7,O_T_EE_8,O_T_EE_9,O_T_EE_10,O_T_EE_11,O_T_EE_12,O_T_EE_13,O_T_EE_14,O_T_EE_15,O_T_EE_16,tau_J1,tau_J2,tau_J3,tau_J4,tau_J5,tau_J6,tau_J7,tau_ext1,tau_ext2,tau_ext3,tau_ext4,tau_ext5,tau_ext6,tau_ext7,O_F_ext_x,O_F_ext_y,O_F_ext_z,O_T_ext_x,O_T_ext_y,O_T_ext_z
0.02,-0.50951,0.455973,-0.0305188,-2.09701,0.0237644,2.55289,-0.557273,0.00114589,0.000562491,4.35678e-05,0.00155733,3.32108e-05,-0.000361332,0.0016199,0,0,0,0,0,0,0,1,0.000597889,6.67855e-05,0,0.000597867,-1,0.000321141,0,6.69775e-05,-0.000321101,-1,0,0.499924,-0.300037,0.199928,1,0.15289,-34.574,0.22717,15.385,1.01686,0.887203,0.359146,0.21848,-0.125982,0.100365,0.325412,0.588321,-0.794967,0.395611,2.46747,-0.375039,1.70787,0.362703,0.542304,0.087184
0.021,-0.509512,0.45597,-0.0305194,-2.09701,0.0237644,2.55289,-0.557281,-7.12927e-05,-0.000572527,2.80724e-05,0.000239445,2.31182e-05,0.000132104,-0.00156493,0,0,0,0,0,0,0,1,0.000603165,6.62858e-05,0,0.000603144,-1,0.000321149,0,6.64795e-05,-0.000321109,-1,0,0.499922,-0.300038,0.199929,1,0.188596,-34.5343,0.22717,15.4207,1.01686,0.877132,0.430557,0.214592,-0.128989,0.0980259,0.327491,0.588317,-0.794552,0.395471,2.4649,-0.381026,1.71302,0.363481,0.538693,0.0838521
0.022,-0.509504,0.455973,-0.0305197,-2.09701,0.0237654,2.55289,-0.557273,0.00255093,0.000531709,1.79854e-05,0.000186963,0.00035523,-0.000284923,0.00160157,0,0,0,0,0,0,0,1,0.00060214,6.26333e-05,0,0.00060212,-1,0.000318498,0,6.28251e-05,-0.00031846,-1,0,0.499924,-0.300033,0.199927,1,0.0775118,-34.574,0.22717,15.4207,1.0077,0.887203,0.359146,0.211779,-0.131039,0.0967157,0.329026,0.588235,-0.794221,0.395359,2.46341,-0.385472,1.71637,0.364351,0.536199,0.0815708
0.023,-0.509512,0.455976,-0.030517,-2.09701,0.0237615,2.55289,-0.557283,-0.000897838,0.00117872,0.000939463,0.000145142,-0.00105115,-0.000189949,-0.00232313,0,0,0,0,0,0,0,1,0.000610218,5.97142e-05,0,0.000610199,-1,0.000317954,0,5.99082e-05,-0.000317917,-1,0,0.499922,-0.300036,0.199925,1,0.188596,-34.6097,0.187497,15.4207,1.04249,0.887203,0.450698,0.208775,-0.134143,0.0953622,0.331213,0.588161,-0.793816,0.395272,2.46186,-0.390138,1.7217,0.364799,0.532762,0.0791871
0.024,-0.50951,0.455979,-0.0305226,-2.09701,0.0237654,2.55289,-0.557271,0.00023666,0.00170561,-0.00123014,-0.0016511,0.000588166,0.00024636,0.00258808,0,0,0,0,0,0,0,1,0.000592052,5.53447e-05,0,0.000592035,-1,0.000315828,0,5.55317e-05,-0.000315795,-1,0,0.49992,-0.300037,0.199922,1,0.15289,-34.6494,0.266843,15.496,1.0077,0.877132,0.339004,0.208038,-0.14051,0.0959941,0.335222,0.588021,-0.793182,0.395206,2.46179,-0.391257,1.73316,0.362667,0.526851,0.0789561
0.025,-0.50951,0.455973,-0.0305149,-2.097,0.0237635,2.55289,-0.557283,0.000157773,-0.000632337,0.00103564,0.00234447,-0.00025184,0.00016424,-0.00241144,0,0,0,0,0,0,0,1,0.000613128,7.04619e-05,0,0.000613105,-1,0.000321983,0,7.06593e-05,-0.00032194,-1,0,0.499926,-0.300035,0.199929,1,0.15289,-34.574,0.187497,15.3492,1.0251,0.877132,0.450698,0.210002,-0.147438,0.098983,0.339525,0.587771,-0.792514,0.39516,2.46384,-0.388192,1.74573,0.359078,0.521035,0.0813791
0.026,-0.50951,0.455979,-0.0305163,-2.09701,0.0237635,2.55289,-0.557268,0.000105182,0.00133705,0.000690194,-9.88074e-05,-0.000167662,-0.000263499,0.00327518,0,0,0,0,0,0,0,1,0.000597139,6.04812e-05,0,0.00059712,-1,0.000316902,0,6.06705e-05,-0.000316866,-1,0,0.499923,-0.300035,0.199924,1,0.15289,-34.6494,0.187497,15.4207,1.0251,0.887203,0.318862,0.211489,-0.151002,0.101637,0.341629,0.587495,-0.792126,0.395133,2.46502,-0.385569,1.75204,0.357306,0.517855,0.0833213
0.027,-0.509507,0.455979,-0.0305196,-2.09701,0.0237656,2.55289,-0.557285,0.000998141,0.000887897,-0.000468064,0.000775833,-0.000450685,-0.000175666,-0.00344534,0,0,0,0,0,0,0,1,0.000612081,6.08564e-05,0,0.000612062,-1,0.000317392,0,6.10507e-05,-0.000317354,-1,0,0.499923,-0.300035,0.199925,1,0.113217,-34.6494,0.22717,15.385,1.03425,0.887203,0.47084,0.211789,-0.153319,0.103323,0.342735,0.587256,-0.791862,0.395111,2.46442,-0.384089,1.75616,0.356446,0.515221,0.0841956
0.028,-0.509507,0.455982,-0.0305197,-2.09701,0.0237655,2.55288,-0.557265,0.000665428,0.00235257,-0.000312172,-0.000313131,0.000343934,-0.000829188,0.0033319,0,0,0,0,0,0,0,1,0.000592023,5.52663e-05,0,0.000592005,-1,0.000314314,0,5.54524e-05,-0.000314282,-1,0,0.499922,-0.300034,0.199922,1,0.113217,-34.7247,0.22717,15.4207,1.01686,0.906429,0.318862,0.211764,-0.157402,0.104803,0.344616,0.587065,-0.791485,0.395082,2.46264,-0.382639,1.76365,0.354787,0.510617,0.0847247
0.029,-0.509507,0.455975,-0.0305198,-2.09701,0.0237647,2.55289,-0.557274,0.000443618,-0.00112483,-0.000208212,-0.00196834,0.000229387,0.000532278,-0.00116957,0,0,0,0,0,0,0,1,0.000601615,5.94617e-05,0,0.000601596,-1,0.000317166,0,5.96525e-05,-0.00031713,-1,0,0.499922,-0.300034,0.199925,1,0.113217,-34.6097,0.22717,15.496,1.01686,0.877132,0.410415,0.211839,-0.162353,0.106462,0.347319,0.586906,-0.790991,0.395047,2.46187,-0.381497,1.77262,0.352892,0.505549,0.0854193
