time,q1,q2,q3,q4,q5,q6,q7,dq1,dq2,dq3,dq4,dq5,dq6,dq7,ddq_d1,ddq_d2,ddq_d3,ddq_d4,ddq_d5,ddq_d6,ddq_d7,O_T_EE_1,O_T_EE_2,O_T_EE_3,O_T_EE_4,O_T_EE_5,O_T_EE_6,O_T_EE_7,O_T_EE_8,O_T_EE_9,O_T_EE_10,O_T_EE_11,O_T_EE_12,O_T_EE_13,O_T_EE_14,O_T_EE_15,O_T_EE_16,tau_J1,tau_J2,tau_J3,tau_J4,tau_J5,tau_J6,tau_J7,tau_ext1,tau_ext2,tau_ext3,tau_ext4,tau_ext5,tau_ext6,tau_ext7,O_F_ext_x,O_F_ext_y,O_F_ext_z,O_T_ext_x,O_T_ext_y,O_T_ext_z
0.021,-0.510642,0.455654,-0.0299504,-2.09749,0.0231701,2.55282,-0.556525,-0.0624444,-0.0269074,-0.00225074,-0.0594133,0.0107133,0.027784,-0.0764426,0,0,0,0,0,0,0,1,-0.000283229,-0.000181542,0,-0.000283183,-1,0.000254585,0,-0.000181614,-0.000254534,-1,0,0.499628,-0.300235,0.199924,1,-8.7378,-34.4193,-7.32257,11.866,1.38765,1.25341,-0.684556,0.585878,-0.0907159,1.01028,0.433693,0.522784,-0.472777,-0.719663,1.77734,-1.46165,0.86202,1.90666,-0.309227,0.45082
0.022,-0.510727,0.455615,-0.0299643,-2.09758,0.0231832,2.55286,-0.556624,-0.0703522,-0.0295579,-0.00445826,-0.0658003,0.0079124,0.0319333,-0.0845165,0,0,0,0,0,0,0,1,-0.000293879,-0.000187382,0,-0.000293832,-1,0.000249297,0,-0.000187455,-0.000249242,-1,0,0.499579,-0.300274,0.199919,1,-9.23371,-34.4193,-7.74311,11.6398,1.39588,1.23327,-0.704697,0.625556,-0.0901555,1.02878,0.432561,0.523945,-0.467648,-0.721765,1.79549,-1.40528,0.851598,1.88483,-0.301115,0.482301
0.023,-0.510819,0.455567,-0.0299681,-2.09766,0.0231932,2.5529,-0.556739,-0.0772012,-0.0357459,-0.00504577,-0.0746189,0.0104465,0.0345547,-0.0964693,0,0,0,0,0,0,0,1,-0.000283727,-0.000184428,0,-0.000283681,-1,0.000245907,0,-0.000184498,-0.000245855,-1,0,0.499531,-0.300311,0.199918,1,-9.65027,-34.3836,-8.19934,11.4534,1.40504,1.2232,-0.694626,0.658914,-0.0819229,1.04111,0.42688,0.525464,-0.462578,-0.723694,1.80783,-1.35777,0.825958,1.86877,-0.287723,0.507443
0.024,-0.510893,0.455523,-0.0299873,-2.09776,0.0232046,2.55295,-0.556862,-0.0765613,-0.0376196,-0.00750358,-0.0823348,0.0120378,0.0424457,-0.103985,0,0,0,0,0,0,0,1,-0.0002623,-0.000185746,0,-0.000262254,-1,0.000247412,0,-0.000185811,-0.000247363,-1,0,0.499481,-0.300345,0.199913,1,-10.3326,-34.4589,-8.42945,11.1915,1.42244,1.1939,-0.735825,0.686618,-0.066618,1.04817,0.41656,0.527244,-0.457614,-0.725358,1.81375,-1.31706,0.786412,1.85764,-0.269856,0.527041
0.025,-0.510998,0.455466,-0.0299888,-2.09788,0.0232196,2.55301,-0.55701,-0.0839985,-0.045092,-0.00442642,-0.0916496,0.0141674,0.0473934,-0.118966,0,0,0,0,0,0,0,1,-0.000235764,-0.000183552,0,-0.00023572,-1,0.000239237,0,-0.000183609,-0.000239193,-1,0,0.499422,-0.300383,0.199908,1,-10.6778,-34.4193,-8.84998,11.0765,1.41328,1.1939,-0.624131,0.701441,-0.044938,1.04424,0.401735,0.529539,-0.452838,-0.726722,1.80655,-1.29309,0.734601,1.85407,-0.250147,0.534381
0.026,-0.51111,0.455408,-0.0299968,-2.098,0.0232318,2.55307,-0.557155,-0.0904739,-0.0507197,-0.00484767,-0.0986657,0.0146247,0.0551671,-0.127248,0,0,0,0,0,0,0,1,-0.000221122,-0.000178839,0,-0.000221079,-1,0.000237931,0,-0.000178892,-0.000237892,-1,0,0.499359,-0.300427,0.199903,1,-10.9793,-34.4986,-9.15546,10.9654,1.43159,1.21313,-0.61406,0.701336,-0.0136219,1.02781,0.380583,0.532362,-0.448584,-0.727764,1.78514,-1.28919,0.664553,1.86074,-0.226128,0.527553
0.027,-0.511224,0.455348,-0.0300072,-2.09812,0.023241,2.55314,-0.557307,-0.0980803,-0.0521832,-0.00591666,-0.109809,0.0151348,0.0616627,-0.131153,0,0,0,0,0,0,0,1,-0.000201609,-0.000174371,0,-0.000201567,-1,0.00023967,0,-0.000174419,-0.000239635,-1,0,0.499293,-0.300473,0.199898,1,-11.3205,-34.574,-9.42127,10.8543,1.44899,1.2232,-0.654343,0.691517,0.0260931,1.00335,0.353465,0.535451,-0.444863,-0.728435,1.75285,-1.29689,0.578881,1.87453,-0.197946,0.511614
0.028,-0.511344,0.455282,-0.0300237,-2.09827,0.0232575,2.55323,-0.55748,-0.105711,-0.0564644,-0.0100303,-0.121033,0.0114707,0.0671604,-0.142764,0,0,0,0,0,0,0,1,-0.000178913,-0.000166667,0,-0.000178872,-1,0.000241866,0,-0.00016671,-0.000241836,-1,0,0.499221,-0.300523,0.199891,1,-11.6657,-34.6494,-9.53632,10.8543,1.44899,1.21313,-0.603989,0.680095,0.0646141,0.977757,0.325537,0.538551,-0.441036,-0.72871,1.71451,-1.30318,0.495707,1.88697,-0.172647,0.494317
0.029,-0.511467,0.455211,-0.0300334,-2.0984,0.0232734,2.55332,-0.557661,-0.109912,-0.0598854,-0.00773853,-0.131047,0.0100053,0.0765579,-0.155968,0,0,0,0,0,0,0,1,-0.000145051,-0.000144835,0,-0.000145015,-1,0.000249396,0,-0.000144871,-0.000249375,-1,0,0.499151,-0.300573,0.19989,1,-11.9315,-34.7247,-9.72675,10.6679,1.41328,1.20397,-0.572861,0.669548,0.0959951,0.953256,0.300458,0.541668,-0.436682,-0.728598,1.67255,-1.30461,0.426242,1.89428,-0.154786,0.478084
0.03,-0.511596,0.455138,-0.0300378,-2.09856,0.0232889,2.55341,-0.557852,-0.115619,-0.0638189,-0.00812052,-0.14129,0.0127678,0.082836,-0.168969,0,0,0,0,0,0,0,1,-0.000101438,-0.000131776,0,-0.000101406,-1,0.00024936,0,-0.000131801,-0.000249347,-1,0,0.499076,-0.30062,0.199881,1,-12.1973,-34.8755,-9.95685,10.5925,1.39588,1.21313,-0.56279,0.653285,0.119626,0.924512,0.278523,0.545078,-0.431828,-0.728068,1.62138,-1.31058,0.371684,1.89897,-0.146551,0.456679
0.031,-0.511735,0.455059,-0.03005,-2.09873,0.0233039,2.55352,-0.558046,-0.125386,-0.0675024,-0.00886437,-0.151224,0.0145176,0.0942148,-0.177435,0,0,0,0,0,0,0,1,-7.19996e-05,-0.000113234,0,-7.19705e-05,-1,0.000256943,0,-0.000113252,-0.000256935,-1,0,0.498994,-0.300674,0.199875,1,-12.4631,-34.9905,-10.0322,10.4774,1.38765,1.1939,-0.593003,0.629972,0.135989,0.890547,0.25899,0.548714,-0.426601,-0.727094,1.55857,-1.32213,0.33148,1.90146,-0.148272,0.428963
0.032,-0.51188,0.45498,-0.0300611,-2.09892,0.0233182,2.55364,-0.558255,-0.131449,-0.0738414,-0.00909368,-0.157728,0.0108016,0.102559,-0.186572,0,0,0,0,0,0,0,1,-3.28772e-05,-0.000103076,0,-3.28504e-05,-1,0.000259699,0,-0.000103085,-0.000259696,-1,0,0.498905,-0.300729,0.199862,1,-12.6892,-35.1016,-10.1076,10.4774,1.38765,1.17376,-0.542649,0.604396,0.149212,0.855504,0.238752,0.552201,-0.421415,-0.7257,1.48626,-1.33109,0.298179,1.90139,-0.155778,0.399538
0.033,-0.512038,0.454896,-0.0300745,-2.09911,0.0233338,2.55376,-0.558463,-0.139719,-0.0781087,-0.00989958,-0.170068,0.0120649,0.108269,-0.191494,0,0,0,0,0,0,0,1,-9.49804e-06,-8.43247e-05,0,-9.47545e-06,-1,0.000267825,0,-8.43272e-05,-0.000267824,-1,0,0.498813,-0.300791,0.199853,1,-12.8796,-35.2564,-10.1473,10.4417,1.40504,1.15454,-0.542649,0.577925,0.164214,0.820754,0.214772,0.555358,-0.416678,-0.723926,1.40533,-1.33544,0.262685,1.90073,-0.164655,0.369777
0.034,-0.512192,0.454809,-0.0300859,-2.09931,0.0233454,2.55389,-0.558695,-0.142416,-0.0801689,-0.0103561,-0.18116,0.0124981,0.112447,-0.204276,0,0,0,0,0,0,0,1,4.53698e-05,-7.54039e-05,0,4.53902e-05,-1,0.000271677,0,-7.53915e-05,-0.000271681,-1,0,0.498717,-0.300847,0.199839,1,-13.0701,-35.4428,-10.183,10.4417,1.43983,1.15454,-0.462082,0.548071,0.177514,0.784528,0.189655,0.558307,-0.412079,-0.721802,1.31542,-1.33962,0.231306,1.89928,-0.178037,0.337446
